Cliente,Recencia,Frecuencia,Monto,Sexo,GSE,Edad
6412,1,12,35.634,FEM,C2,47
6413,1,5,60.022,MAS,C3,47
6414,2,9,20.905,FEM,ABC1,37
6415,4,3,20.707,MAS,C3,47
6416,9,2,10.099,MAS,E,62
6417,12,1,2.303,FEM,,44
6418,1,7,26.945,MAS,ABC1,39
6419,1,10,29.798,MAS,ABC1,40
6420,1,9,5.487,MAS,D,46
6421,2,4,19.479,FEM,D,54
6422,1,10,30.557,FEM,ABC1,47
6423,1,7,18.196,MAS,C2,42
6424,1,4,14.621,FEM,D,51
6425,1,11,43.01,MAS,C2,47
6426,1,3,31.073,FEM,ABC1,42
6427,1,10,38.114,MAS,C3,50
6428,1,12,52.823,MAS,D,49
6429,1,2,5.702,FEM,D,51
6430,1,2,19.536,FEM,E,50
6431,1,6,25.842,FEM,C3,50
6432,3,3,3.409,MAS,C3,47
6433,3,2,6.787,MAS,ABC1,44
6434,3,2,7.899,FEM,D,51
6435,2,8,13.031,MAS,C3,51
6436,1,8,9.203,FEM,C3,52
6437,1,10,42.994,FEM,C3,52
6438,1,3,5.152,FEM,D,49
6439,1,12,76.301,FEM,C3,46
6440,1,6,16.041,MAS,D,52
6441,1,5,11.333,FEM,ABC1,53
6442,10,1,4.353,FEM,D,51
6443,1,11,27.535,FEM,D,50
6444,1,4,9.775,FEM,E,49
6445,1,2,21.649,FEM,D,54
6446,1,10,50.105,MAS,C3,50
6447,2,1,3.396,MAS,C3,48
6448,1,4,4.666,MAS,E,51
6449,1,7,9.859,FEM,C3,51
6450,2,4,17.525,FEM,E,49
6451,1,7,22.275,FEM,D,51
6452,2,6,9.591,FEM,C2,49
6453,1,12,77.093,FEM,C3,50
6454,4,2,5.591,FEM,D,50
6455,1,4,7.994,MAS,C3,50
6456,2,5,16.384,FEM,D,50
6457,6,2,27.35,FEM,C3,51
6458,4,8,7.913,FEM,D,49
6459,11,2,8.433,FEM,E,50
6460,4,3,22.859,FEM,C3,50
6461,2,8,22.001,MAS,D,51
6462,1,7,11.607,MAS,C3,51
6463,5,1,4.374,MAS,C3,51
6464,1,5,10.508,MAS,C3,50
6465,1,5,10.674,FEM,E,50
6466,1,1,16.454,FEM,E,49
6467,1,11,39.247,MAS,E,50
6468,1,11,21.545,FEM,C3,50
6469,2,5,16.292,MAS,E,43
6470,2,9,97.991,MAS,C3,45
6471,2,8,41.559,MAS,C3,51
6472,3,4,17.12,,C3,
6473,4,1,3.464,MAS,C3,44
6474,9,1,59.882,FEM,C3,51
6475,1,8,17.465,MAS,D,50
6476,1,4,16.897,MAS,C3,49
6477,1,7,39.105,FEM,C3,48
6478,1,9,69.38,FEM,C3,47
6480,1,12,33.474,FEM,C3,50
6481,1,1,33.46,MAS,E,49
6482,2,3,10.773,FEM,C3,51
6483,1,2,10.606,FEM,D,54
6484,10,1,18.277,FEM,C3,48
6485,1,12,30.105,FEM,C3,52
6486,2,8,16.339,FEM,C3,54
6487,3,1,3.521,FEM,,50
6488,5,2,24.354,MAS,ABC1,52
6489,1,6,24.658,FEM,ABC1,37
6490,1,7,11.526,FEM,E,50
6491,1,2,7.652,FEM,D,52
6492,3,5,10.633,FEM,C3,52
6493,6,2,8.635,MAS,E,49
6494,1,9,30.146,MAS,C3,49
6495,1,5,42.295,MAS,E,51
6496,1,12,36.514,MAS,E,43
6497,1,9,30.763,FEM,ABC1,44
6498,2,8,27.952,FEM,ABC1,42
6499,1,3,24.293,FEM,ABC1,37
6500,10,3,13.292,MAS,ABC1,49
6501,2,3,21.643,FEM,D,52
6502,8,3,5.58,MAS,,49
6503,1,1,14.261,FEM,D,51
6504,1,6,30.67,FEM,C3,51
6505,2,1,73.924,MAS,C2,50
6506,2,9,23.97,FEM,D,44
6507,2,7,16.86,FEM,D,48
6508,1,4,26.009,MAS,D,50
6509,12,1,5.622,MAS,D,50
6510,6,1,4.992,FEM,D,51
6511,1,11,26.858,MAS,D,49
6512,1,3,4.523,MAS,E,50
6513,1,2,3.742,FEM,C3,50
6514,2,3,15.5,MAS,D,51
6515,1,5,12.84,MAS,C3,49
6516,8,1,12.916,MAS,D,46
6517,7,1,7.461,MAS,D,49
6518,1,8,13.449,MAS,E,52
6519,5,1,6.109,MAS,C3,51
6520,1,10,44.84,MAS,C2,48
6521,3,2,8.066,MAS,C3,50
6522,1,11,33.002,FEM,C3,44
6523,1,9,18.699,MAS,C2,50
6524,1,9,23.211,MAS,D,46
6525,3,4,16.965,MAS,C3,51
6526,1,12,30.47,MAS,E,49
6527,1,4,6.068,FEM,C2,49
6528,1,11,48.225,FEM,C3,50
6529,1,1,2.092,MAS,D,50
6530,1,11,29.544,FEM,E,48
6531,1,4,14.391,MAS,D,49
6532,3,3,9.357,FEM,D,50
6533,1,6,14.088,FEM,ABC1,50
6534,2,2,25.602,MAS,E,50
6535,1,8,42.739,FEM,C2,50
6536,1,12,29.258,MAS,C3,49
6537,1,9,22.635,FEM,D,50
6538,5,3,7.588,FEM,D,48
6539,1,9,45.648,FEM,C3,49
6540,8,2,8.778,FEM,C3,49
6541,1,12,111.235,FEM,C3,52
6542,1,12,31.164,FEM,E,56
6543,1,10,20.922,FEM,C3,52
6544,9,3,37.002,FEM,D,52
6545,10,3,6.375,FEM,C3,53
6546,4,2,3.81,FEM,C3,42
6547,12,1,10.076,FEM,,52
6548,3,1,10.345,FEM,E,48
6549,10,1,18.765,MAS,ABC1,51
6550,1,1,4.773,FEM,,55
6551,2,10,33.289,FEM,C3,54
6552,1,2,7.497,FEM,C3,52
6553,7,2,23.27,FEM,D,51
6554,1,1,8.987,FEM,C2,52
6555,1,7,17.728,FEM,ABC1,37
6556,9,3,18.177,FEM,C3,50
6557,5,1,11.924,FEM,E,53
6558,2,5,36.007,MAS,C3,52
6559,1,8,7.107,FEM,E,54
6560,1,11,24.92,MAS,E,39
6561,7,4,4.851,MAS,D,47
6562,1,4,20.241,FEM,D,47
6563,1,5,16.12,FEM,D,53
6564,1,7,9.609,FEM,D,52
6565,1,1,3.941,FEM,D,47
6566,1,9,9.009,FEM,C3,51
6567,1,2,13.334,MAS,ABC1,48
6568,1,11,18.22,MAS,C3,50
6569,2,4,11.308,FEM,D,51
6570,1,11,24.926,FEM,ABC1,51
6571,1,5,36.554,MAS,ABC1,47
6572,3,1,23.19,FEM,C3,50
6573,1,2,21.034,MAS,C2,49
6574,12,1,1.588,MAS,C3,52
6575,1,5,4.248,FEM,E,45
6576,7,2,10.282,FEM,C3,51
6577,1,10,18.648,FEM,ABC1,44
6578,1,12,61.449,MAS,C3,41
6579,4,4,10.137,FEM,C3,50
6580,1,12,96.543,MAS,ABC1,46
6581,1,7,12.962,FEM,D,49
6582,1,11,30.281,FEM,D,49
6583,1,12,82.604,FEM,C3,46
6584,1,12,85.769,MAS,C2,44
6585,4,8,11.131,MAS,C2,47
6586,2,1,46.998,FEM,C3,52
6587,1,11,43.965,MAS,ABC1,49
6588,1,12,18.235,FEM,D,43
6589,1,11,39.595,MAS,C3,48
6590,3,8,21.272,FEM,D,50
6591,4,8,38.792,MAS,C3,46
6592,1,10,13.907,FEM,,46
6593,1,9,22.808,FEM,C3,52
6594,1,6,25.109,FEM,C2,47
6595,2,8,23.986,FEM,C3,50
6596,1,1,32.584,MAS,E,50
6597,1,3,7.134,FEM,C3,51
6598,1,2,16.229,MAS,D,51
6599,1,2,6.706,FEM,E,51
6600,1,9,28.375,FEM,C3,52
6601,3,6,4.971,FEM,D,53
6602,1,5,12.736,FEM,E,51
6603,4,4,28.153,FEM,D,53
6604,1,9,7.982,FEM,D,52
6605,2,6,13.765,FEM,D,52
6606,5,1,9.754,FEM,D,52
6607,2,7,11.568,FEM,E,51
6608,9,2,6.626,FEM,E,51
6609,5,3,2.752,FEM,C3,51
6610,1,12,29.171,FEM,C3,52
6611,9,2,2.437,FEM,E,50
6612,1,10,31.463,MAS,C3,51
6613,3,5,8.392,FEM,C3,51
6614,1,3,8.758,FEM,D,51
6615,2,5,25.148,FEM,D,52
6616,1,7,17.379,FEM,E,51
6617,4,7,12.408,FEM,E,52
6618,1,9,28.046,FEM,ABC1,51
6619,1,10,50.367,FEM,D,48
6620,1,6,6.835,MAS,C3,51
6621,1,11,26,FEM,D,50
6622,1,11,60.488,FEM,C3,54
6623,12,1,2.588,MAS,C3,51
6624,2,2,12.684,MAS,D,51
6625,1,7,15.104,FEM,D,50
6626,1,9,18.452,FEM,C3,51
6627,2,8,37.973,MAS,ABC1,52
6628,1,5,3.214,FEM,C3,52
6629,1,11,39.615,MAS,C3,52
6630,5,5,31.191,FEM,C3,53
6631,1,6,28.198,MAS,E,50
6632,2,2,4.689,MAS,E,53
6633,1,9,15.808,FEM,E,49
6634,1,11,23.82,FEM,C3,50
6635,2,3,4.662,FEM,D,51
6636,1,12,50.811,FEM,C3,50
6637,6,1,14.513,FEM,D,53
6638,1,5,8.896,FEM,E,46
6639,1,11,65.694,FEM,C3,48
6640,2,11,59.45,FEM,C3,51
6641,1,7,24.222,MAS,C2,42
6642,4,3,19.746,MAS,C2,35
6643,1,4,8.507,FEM,E,53
6644,1,11,38.929,FEM,D,45
6646,11,1,5.797,FEM,E,54
6647,1,12,50.037,FEM,C3,43
6648,8,2,28.953,FEM,C3,51
6649,2,8,24.312,MAS,C3,37
6650,2,9,8.595,FEM,D,52
6651,2,8,17.883,MAS,D,47
6652,3,5,33.802,FEM,C3,48
6653,2,6,6.417,FEM,D,49
6654,1,1,5.771,FEM,D,53
6655,1,6,20.188,FEM,D,53
6656,2,5,16.575,MAS,C3,49
6657,1,12,26.472,FEM,C3,51
6658,1,7,16.916,,,
6659,2,1,38.61,MAS,D,48
6660,1,8,20.79,MAS,C3,48
6661,2,3,10.835,,,
6662,1,9,16.236,FEM,D,50
6663,3,5,4.51,FEM,C3,50
6664,1,3,18.561,MAS,C2,48
6665,2,8,11.707,MAS,C2,48
6666,2,2,33.227,MAS,C3,44
6667,2,7,27.989,MAS,D,49
6668,2,4,7.322,MAS,D,46
6669,1,11,6.937,FEM,D,51
6670,4,7,27.841,FEM,E,52
6671,2,2,8.439,MAS,D,49
6672,1,6,12.017,FEM,C3,44
6673,3,8,41.073,FEM,ABC1,45
6674,1,5,10.365,FEM,C3,44
6675,12,1,5.706,FEM,C3,45
6676,9,1,1.714,FEM,C3,49
6677,4,8,10.847,FEM,D,49
6678,1,5,13.527,MAS,D,50
6679,3,2,16.412,FEM,C3,51
6680,2,3,7.993,FEM,D,51
6681,9,2,2.03,FEM,C3,50
6682,1,12,27.366,FEM,C3,48
6683,1,7,13.261,FEM,ABC1,49
6684,8,2,33.498,FEM,C3,49
6685,4,1,9.906,FEM,C3,49
6686,3,1,14.278,MAS,D,49
6687,1,8,13.551,FEM,E,49
6688,1,12,41.825,MAS,D,48
6689,6,2,21.079,FEM,D,50
6690,3,3,14.367,FEM,C3,50
6691,1,11,27.156,FEM,C3,48
6692,5,4,13.442,FEM,E,49
6693,1,12,44.345,FEM,E,49
6694,1,7,7.965,MAS,C3,48
6695,7,3,14.489,FEM,D,49
6696,3,5,7.339,FEM,C3,50
6697,1,7,23.158,MAS,C3,51
6698,11,1,2.933,MAS,C3,
6699,1,9,24.155,FEM,C3,51
6700,3,2,9.053,FEM,D,52
6701,9,3,2.737,MAS,C3,52
6702,1,6,20.98,MAS,D,49
6703,1,11,25.903,FEM,C3,49
6704,4,2,5.096,FEM,E,49
6705,2,5,11.823,MAS,C3,51
6706,1,5,18.942,FEM,C3,50
6707,4,3,19.673,FEM,D,52
6708,1,2,21.066,FEM,C3,52
6709,1,2,14.997,FEM,C3,52
6710,1,10,42.496,MAS,C3,50
6711,1,4,11.065,FEM,ABC1,53
6712,1,10,23.494,FEM,E,54
6713,1,3,7.232,FEM,E,51
6714,6,1,24.748,FEM,D,52
6715,1,7,31.168,FEM,C3,37
6716,6,2,20.177,MAS,D,47
6717,1,10,50.629,FEM,C3,49
6718,2,9,45.916,MAS,ABC1,43
6719,6,2,2.341,MAS,ABC1,50
6720,4,7,14.9,FEM,C2,52
6721,4,6,30.996,MAS,C3,49
6722,1,5,30.335,MAS,ABC1,43
6723,1,7,5.632,FEM,,43
6724,1,12,37.3,FEM,D,48
6725,1,11,30.892,FEM,C3,50
6726,2,5,6.844,MAS,C3,50
6727,1,12,55.218,FEM,C3,43
6728,4,2,24.776,MAS,C3,37
6729,3,3,18.172,FEM,C2,49
6730,1,5,32.604,FEM,C3,49
6731,1,4,37.113,FEM,,53
6732,2,6,17.194,FEM,C3,49
6733,1,1,13.37,MAS,,50
6734,3,4,36.561,MAS,D,50
6735,3,2,15.49,FEM,ABC1,47
6736,1,8,11.542,FEM,C2,50
6737,1,11,57.683,MAS,E,40
6738,1,1,8.287,MAS,D,49
6739,1,4,44.357,FEM,ABC1,37
6740,1,1,16.406,FEM,E,46
6741,1,1,13.437,MAS,C3,45
6743,3,4,14.115,FEM,D,50
6744,2,1,2.953,FEM,E,48
6745,1,11,74.346,MAS,C3,47
6746,12,1,13.203,MAS,C3,47
6747,1,12,19.275,FEM,D,46
6748,1,9,13.23,MAS,E,49
6749,1,7,26.963,MAS,ABC1,43
6750,6,6,55.594,MAS,ABC1,44
6751,6,2,7.345,FEM,D,54
6752,1,8,21.596,FEM,D,49
6753,1,9,10.249,MAS,E,48
6754,3,2,23.167,FEM,ABC1,48
6755,1,5,16.864,MAS,C3,49
6756,5,2,20.891,FEM,D,49
6757,1,1,50.959,MAS,C3,50
6758,6,1,35.441,MAS,D,49
6759,2,6,22.604,MAS,C2,50
6760,1,6,20.974,FEM,C3,50
6761,1,9,13.529,MAS,C3,49
6762,1,8,15.606,FEM,C3,49
6763,1,12,73.05,MAS,C2,49
6764,3,7,47.133,FEM,D,49
6765,11,1,0.529,FEM,D,48
6766,1,6,15.343,FEM,C2,49
6767,1,2,32.37,FEM,,48
6768,6,3,9.295,FEM,C3,48
6769,2,1,4.53,MAS,C3,50
6770,1,11,24.924,FEM,C3,48
6771,1,11,69.534,FEM,C3,52
6772,1,9,11.068,FEM,E,50
6773,12,1,26.966,MAS,ABC1,50
6774,1,8,14.716,FEM,C3,47
6775,1,8,95.835,MAS,C2,46
6776,1,3,24.869,MAS,ABC1,49
6777,1,5,21.309,FEM,C3,50
6778,1,4,10.14,MAS,E,53
6779,1,5,9.376,MAS,C3,50
6780,2,1,1.924,MAS,E,49
6781,10,1,3.571,FEM,D,66
6782,4,4,37.625,FEM,C2,50
6783,2,6,13.878,MAS,C3,52
6784,7,3,20.068,MAS,C3,41
6785,1,11,14.831,FEM,C3,49
6786,1,12,64.745,MAS,D,51
6787,1,11,15.141,MAS,D,49
6788,2,1,11.727,MAS,D,49
6789,4,3,5.608,MAS,C3,51
6790,1,4,8.421,FEM,E,50
6791,1,4,22.654,MAS,ABC1,48
6792,1,10,43.423,FEM,C2,46
6793,1,9,40.675,FEM,C3,48
6794,1,8,18.283,MAS,C3,51
6795,1,10,10.983,MAS,C3,50
6796,1,12,58.348,FEM,C2,48
6797,1,9,18.761,FEM,D,51
6798,1,12,30.551,MAS,E,50
6799,6,3,12.06,FEM,C3,39
6800,1,3,32.964,FEM,D,50
6801,3,1,14.336,MAS,C2,50
6802,1,4,35.232,MAS,C3,52
6803,2,4,19.913,FEM,E,48
6804,4,3,7.63,MAS,D,47
6805,1,11,9.008,MAS,C3,50
6806,1,10,32.377,FEM,C3,48
6807,1,12,62.271,FEM,C3,51
6808,3,10,15.266,MAS,C3,48
6809,1,12,30.359,MAS,D,47
6810,1,12,83.105,FEM,D,49
6811,1,9,50.718,MAS,ABC1,47
6812,1,8,23.329,FEM,D,50
6813,4,2,5.413,MAS,D,48
6814,1,7,20.723,FEM,C3,49
6815,4,4,13.246,MAS,C3,42
6816,2,7,17.643,FEM,C3,40
6817,1,12,21.141,FEM,ABC1,47
6818,1,7,14.11,MAS,C3,47
6819,4,3,5.478,MAS,C3,51
6820,1,7,24.24,FEM,,47
6821,1,3,44.482,FEM,C3,46
6822,1,1,12.046,FEM,C3,39
6823,1,8,23,FEM,D,50
6824,1,5,13.018,FEM,C3,47
6825,2,11,31.51,FEM,C2,40
6826,1,3,1.333,FEM,ABC1,52
6827,1,10,35.778,FEM,C3,51
6828,2,4,11.401,FEM,D,50
6829,1,9,16.965,FEM,E,51
6830,10,1,3.008,FEM,D,51
6831,6,1,2.015,MAS,E,52
6832,1,9,10.089,FEM,D,50
6833,1,12,23.195,FEM,D,54
6834,2,2,5.611,FEM,E,52
6835,8,1,2.513,FEM,D,52
6836,2,7,23.341,FEM,D,50
6837,7,1,7.072,FEM,C3,51
6838,8,3,18.011,FEM,C3,52
6839,8,1,4.109,MAS,E,50
6840,3,5,8.911,FEM,C3,49
6841,2,6,13.637,MAS,E,49
6842,1,8,22.948,FEM,C2,51
6843,1,7,28.891,FEM,C3,50
6844,1,4,7.874,FEM,E,51
6845,1,4,14.069,MAS,ABC1,51
6846,1,11,31.689,MAS,C3,49
6847,7,2,22.382,MAS,C3,50
6848,2,6,25.646,MAS,C3,50
6849,1,6,14.452,MAS,E,54
6850,1,5,22.158,MAS,D,52
6851,9,1,3.017,FEM,E,53
6852,1,4,10.177,FEM,E,51
6853,1,6,49.802,FEM,ABC1,47
6854,1,12,49.836,MAS,C3,53
6855,6,6,33.339,FEM,C3,53
6856,1,9,37.041,MAS,C3,52
6857,9,3,13.785,MAS,D,54
6858,3,1,27.681,MAS,D,50
6859,3,4,11.94,MAS,C2,51
6860,1,4,7.481,FEM,E,53
6861,2,5,24.166,FEM,E,53
6862,2,2,18.347,FEM,C3,53
6863,3,2,17.042,FEM,E,54
6864,3,2,9.034,MAS,C3,55
6865,1,4,12.8,FEM,C3,57
6866,1,5,12.221,MAS,C3,47
6867,3,4,8.773,MAS,D,52
6868,1,8,15.947,MAS,C3,49
6869,1,11,29.112,MAS,C3,47
6870,1,2,36.899,FEM,C3,43
6871,5,2,31.433,FEM,E,52
6872,1,4,12.453,FEM,E,54
6873,6,2,2.441,FEM,D,51
6874,1,5,13.621,FEM,C3,49
6875,2,8,13.647,MAS,E,52
6877,1,5,8.213,FEM,C3,41
6878,1,9,39.394,FEM,C3,53
6879,1,6,5.184,FEM,D,55
6880,1,9,30.869,MAS,D,53
6881,4,8,19.349,FEM,C3,43
6882,1,8,26.669,FEM,C2,50
6883,1,3,7.532,MAS,D,54
6884,3,2,35.851,FEM,ABC1,41
6885,2,2,23.054,MAS,D,51
6886,1,9,18.533,FEM,D,39
6887,1,12,26.281,FEM,C3,53
6888,1,7,24.958,MAS,ABC1,51
6889,6,2,4.712,FEM,D,51
6890,1,12,13.498,FEM,ABC1,52
6891,1,12,41.65,FEM,D,54
6892,1,2,8.256,MAS,D,53
6893,1,9,41.588,MAS,D,53
6894,1,5,10.003,FEM,C2,53
6895,1,6,20.806,MAS,C3,52
6896,4,3,10.188,FEM,C3,50
6897,1,7,22.149,FEM,E,53
6898,1,8,7.502,MAS,C3,53
6899,3,3,8.815,FEM,C3,49
6900,1,5,23.946,MAS,E,54
6901,1,1,30.187,,E,
6902,1,5,7.258,MAS,D,51
6903,6,4,8.83,MAS,E,52
6904,1,5,12.996,MAS,ABC1,49
6905,1,11,25.694,FEM,C3,53
6906,1,11,3.049,FEM,E,52
6907,1,9,19.233,MAS,C3,52
6908,4,7,23.788,FEM,C3,50
6909,1,9,14.131,FEM,C3,48
6910,1,1,7.582,FEM,E,52
6911,3,3,10.824,FEM,D,57
6912,1,1,19.387,FEM,ABC1,53
6913,1,12,28.437,FEM,E,52
6914,1,1,18.042,FEM,C3,50
6915,2,5,23.556,MAS,ABC1,51
6916,1,6,41.71,MAS,E,51
6917,2,7,18.805,MAS,C3,52
6918,1,9,14.683,MAS,C3,53
6919,1,9,12.724,MAS,D,52
6920,3,6,5.299,MAS,C3,51
6921,1,8,8.131,FEM,C3,53
6922,1,12,38.554,MAS,D,54
6923,3,5,10.195,MAS,C3,50
6924,1,12,17.294,MAS,C3,49
6925,1,12,42.853,FEM,C3,49
6926,1,5,5.758,FEM,E,51
6927,7,1,8.773,FEM,E,53
6928,1,5,10.769,FEM,D,50
6929,1,12,36.083,FEM,C2,39
6930,5,3,24.901,FEM,,53
6931,1,11,27.173,MAS,C3,54
6932,1,11,87.624,MAS,ABC1,41
6933,7,2,3.538,FEM,C2,52
6934,2,3,9.331,FEM,E,53
6935,2,4,16.944,MAS,D,53
6936,1,7,10.332,MAS,ABC1,52
6937,2,2,15.944,FEM,C2,51
6938,1,10,18.63,MAS,E,55
6939,2,9,20.558,FEM,D,46
6941,6,2,13.209,FEM,E,53
6942,1,8,14.482,FEM,C3,41
6943,9,2,13.501,FEM,D,53
6944,4,1,11.319,FEM,E,54
6945,1,10,46.784,FEM,C3,49
6946,2,3,15.854,FEM,C2,53
6947,1,3,7.71,FEM,D,50
6948,1,12,19.886,MAS,D,51
6949,1,6,30.033,MAS,C3,41
6950,1,2,12.366,MAS,D,52
6951,1,10,31.9,FEM,C3,53
6952,1,12,35.777,MAS,C3,49
6953,1,12,53.602,MAS,C3,50
6954,2,4,8.294,MAS,C3,52
6955,2,4,6.591,FEM,E,50
6956,2,3,6.954,FEM,C2,51
6957,1,4,11.832,FEM,E,54
6958,1,12,28.542,MAS,D,53
6959,10,1,23.397,MAS,D,53
6960,4,4,18.583,MAS,C3,52
6961,2,1,32.587,MAS,E,52
6962,4,4,8.695,FEM,C3,54
6963,1,11,23.857,FEM,C3,52
6964,1,10,25.695,FEM,E,52
6965,1,4,27.333,MAS,D,53
6966,1,6,21.608,FEM,C3,46
6967,1,9,23.188,MAS,D,49
6968,1,4,7.944,MAS,C2,52
6969,1,5,26.224,FEM,C2,52
6970,1,4,36.274,FEM,D,53
6971,1,11,17.807,MAS,C3,50
6972,1,8,17.178,FEM,C3,53
6973,1,11,15.931,FEM,C3,53
6974,2,1,71.126,MAS,C3,53
6975,3,4,7.717,FEM,C3,52
6976,8,1,17.601,FEM,C3,53
6977,1,9,14.856,FEM,C3,54
6978,10,1,2.34,MAS,C3,53
6979,3,10,17.945,FEM,C3,51
6980,2,3,8.018,FEM,D,54
6981,4,3,11.272,MAS,C3,53
6982,1,12,18.17,MAS,E,53
6983,1,5,6.807,FEM,E,46
6984,1,11,38.4,FEM,C2,51
6985,2,3,1.913,FEM,D,48
6986,2,3,9.317,MAS,C3,52
6987,2,6,14.703,FEM,E,48
6988,1,5,9.577,MAS,C3,53
6989,1,11,15.107,MAS,C3,51
6990,1,4,26.615,FEM,C3,51
6991,1,4,25.705,FEM,C3,45
6992,1,5,28.918,FEM,D,51
6993,1,8,27.636,FEM,C3,49
6994,1,2,4.391,FEM,C3,55
6995,1,9,18.513,FEM,C3,48
6996,1,2,11.795,FEM,C3,51
6997,1,6,30.592,MAS,C2,47
6998,3,2,20.842,MAS,C3,51
6999,1,5,26.029,FEM,ABC1,44
7000,1,10,22.927,FEM,C2,53
7001,2,10,14.092,FEM,D,52
7002,2,1,41.292,MAS,D,51
7003,4,3,2.315,FEM,ABC1,54
7004,4,5,18.275,FEM,E,52
7005,1,8,19.419,MAS,D,54
7006,2,3,7.175,FEM,C3,57
7007,1,12,56.948,FEM,C3,53
7008,1,6,4.296,FEM,C3,47
7009,2,6,30.537,FEM,C3,51
7010,1,4,10.314,FEM,C3,53
7011,4,3,19.124,MAS,ABC1,47
7012,1,9,40.904,FEM,ABC1,40
7013,1,12,82.557,FEM,C3,45
7014,1,8,24.842,MAS,C3,43
7015,5,3,16.246,FEM,D,53
7016,1,9,8.656,FEM,C2,49
7017,1,5,25.095,FEM,C3,29
7018,1,8,16.679,FEM,E,29
7019,1,12,58.481,MAS,E,27
7020,1,7,13.125,MAS,E,28
7021,1,8,13,MAS,E,28
7022,1,4,39.633,MAS,C3,28
7023,1,8,10.904,MAS,D,29
7024,1,12,34.161,FEM,C3,29
7025,1,4,38.058,FEM,,28
7026,1,6,15.888,FEM,,28
7027,1,12,55.502,MAS,C3,29
7028,10,3,4.418,MAS,D,28
7029,1,10,10.328,FEM,D,29
7030,1,12,48.755,FEM,D,29
7031,1,11,25.833,FEM,E,30
7032,2,6,18.543,MAS,C2,28
7033,10,1,1.882,FEM,C3,28
7034,1,12,35.269,MAS,E,29
7035,3,3,7.293,MAS,C3,29
7036,4,2,17.283,FEM,E,28
7037,1,11,45.613,FEM,D,29
7038,5,1,8.387,FEM,E,29
7039,1,11,18.845,FEM,C3,28
7040,11,1,5.521,FEM,,29
7041,1,10,29.241,,D,
7042,1,8,18.044,MAS,C3,28
7043,1,12,21.64,MAS,D,28
7044,4,3,9.817,FEM,C3,29
7045,3,9,24.153,MAS,ABC1,29
7046,1,12,45.783,FEM,D,28
7047,2,4,5.505,FEM,D,29
7048,1,6,13.452,FEM,C3,27
7049,1,10,29.456,FEM,ABC1,34
7050,7,1,2.849,MAS,D,29
7051,1,10,15.599,FEM,D,28
7052,1,12,31.417,MAS,C3,27
7053,3,4,1.606,FEM,C3,28
7054,5,4,7.836,FEM,E,27
7055,3,7,16.125,FEM,E,27
7056,1,12,23.368,FEM,E,31
7057,7,1,7.555,MAS,E,29
7058,3,7,24.665,FEM,E,28
7059,1,7,14.322,FEM,E,28
7060,1,3,5.454,,,
7061,1,12,14.983,MAS,D,28
7062,1,4,7.411,FEM,D,27
7063,2,9,19.133,FEM,E,28
7064,3,9,14.686,MAS,C3,28
7065,5,3,26.55,MAS,E,28
7066,1,1,17.616,,C3,
7067,1,12,67.139,MAS,C3,28
7068,7,1,6.445,FEM,E,27
7069,3,7,13.157,FEM,D,28
7070,1,12,34.035,FEM,C3,28
7071,4,3,5.874,FEM,E,27
7072,6,4,14.335,MAS,D,28
7073,2,11,45.069,MAS,D,28
7074,1,6,12.06,FEM,E,27
7075,2,8,25.302,FEM,D,27
7076,3,7,13.766,FEM,D,30
7077,1,8,15.588,FEM,C3,27
7078,1,9,24.056,FEM,E,27
7079,1,8,19.097,MAS,C3,33
7080,2,1,19.254,MAS,C3,28
7081,4,5,25.183,MAS,D,28
7082,1,10,32.071,MAS,C3,27
7083,1,12,34.035,FEM,C3,29
7084,1,4,14.343,MAS,C3,27
7085,7,2,4.404,FEM,D,27
7086,1,11,40.721,FEM,D,28
7087,1,12,19.705,MAS,E,27
7088,2,3,10.048,FEM,D,28
7089,7,2,8.318,MAS,D,29
7090,1,4,6.943,FEM,D,28
7091,1,12,39.029,FEM,D,27
7092,2,7,13.938,FEM,C3,28
7093,1,6,17.935,FEM,E,27
7094,1,12,25.057,MAS,C3,27
7095,1,6,39.513,FEM,D,28
7096,1,11,25.998,FEM,D,27
7097,1,8,19.591,MAS,D,27
7098,2,1,9.924,FEM,C3,28
7099,1,12,32.067,MAS,C3,29
7100,1,4,20.892,MAS,E,28
7101,6,1,3.105,MAS,D,27
7102,1,8,30.698,MAS,D,28
7103,1,4,26.045,FEM,C3,28
7104,12,1,1.252,MAS,D,30
7105,2,2,16.865,FEM,D,28
7106,1,7,13.616,MAS,D,28
7107,2,10,18.489,MAS,D,27
7108,1,2,11.658,FEM,E,27
7109,2,1,16.261,MAS,ABC1,29
7110,1,10,33.709,MAS,D,29
7111,2,3,17.202,MAS,E,29
7112,3,1,3.395,,D,
7113,1,6,16.654,FEM,E,29
7114,4,2,18.844,FEM,E,29
7115,1,10,8.617,MAS,D,29
7116,1,10,14.217,MAS,D,27
7117,1,6,18.459,FEM,C3,30
7118,2,9,19.25,MAS,D,29
7119,1,9,23.809,MAS,E,29
7120,1,3,23.089,MAS,ABC1,28
7121,1,9,21.427,MAS,E,28
7122,2,4,11.853,MAS,C3,29
7123,1,2,12.21,FEM,C3,28
7124,1,2,2.759,FEM,E,27
7125,1,10,46.841,FEM,D,29
7126,3,2,14.614,FEM,E,30
7127,1,2,15.119,FEM,D,28
7128,1,3,12.913,MAS,E,28
